#;Família (FB 2020);Espécie (FB 2020);Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saíram da Categoria de Ameaça;Saíram da Lista por serem sinonímias taxonômicas
1859;Malpighiaceae;Byrsonima rodriguesii W.R.Anderson;Byrsonima rodriguesii;;Em Perigo (EN);;;X;;;;;X;;
1860;Malpighiaceae;Byrsonima souzae W.R.Anderson;Byrsonima souzae;;Em Perigo (EN);;;X;;;;;X;;
1861;Malpighiaceae;Byrsonima spinensis W.R.Anderson;Byrsonima spinensis;;Em Perigo (EN);;;X;;;;;X;;
1862;Malpighiaceae;Byrsonima vernicosa Nied.;Byrsonima vernicosa;;Vulnerável (VU);;;;X;;;;X;;
1863;Malpighiaceae;Camarea elongata Mamede;Camarea elongata;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
1864;Malpighiaceae;Camarea humifusa W.R.Anderson;Camarea humifusa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1865;Malpighiaceae;Camarea linearifolia A.St.-Hil.;Camarea linearifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1866;Malpighiaceae;Diplopterys sepium (A.Juss.) W.R.Anderson & C.C.Davis;Diplopterys sepium;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1867;Malpighiaceae;Heladena multiflora (Hook. & Arn.) Nied.;Heladena multiflora;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1868;Malpighiaceae;Heteropterys admirabilis Amorim;Heteropterys admirabilis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1869;Malpighiaceae;Heteropterys aliciae W.R.Anderson;Heteropterys aliciae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1870;Malpighiaceae;Heteropterys bahiensis Nied.;Heteropterys bahiensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1871;Malpighiaceae;Heteropterys brasiliensis Regnell & Körn.;Heteropterys brasiliensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1872;Malpighiaceae;Heteropterys bullata Amorim;Heteropterys bullata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1873;Malpighiaceae;Heteropterys capixaba Amorim;Heteropterys capixaba;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1874;Malpighiaceae;Heteropterys conformis W.R.Anderson;Heteropterys conformis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1875;Malpighiaceae;Heteropterys crinigera Griseb.;Heteropterys crinigera;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
1876;Malpighiaceae;Heteropterys dusenii Nied.;Heteropterys dusenii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
1877;Malpighiaceae;Heteropterys fragilis Amorim;Heteropterys fragilis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1878;Malpighiaceae;Heteropterys hatschbachii W.R.Anderson;Heteropterys hatschbachii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1879;Malpighiaceae;Heteropterys marginata W.R.Anderson;Heteropterys marginata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1880;Malpighiaceae;Heteropterys megaptera A.Juss.;Heteropterys megaptera;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1881;Malpighiaceae;Heteropterys oberdanii Amorim;Heteropterys oberdanii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
1882;Malpighiaceae;Heteropterys sanctorum W.R.Anderson;Heteropterys sanctorum;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
1883;Malpighiaceae;Heteropterys sincorensis W.R.Anderson;Heteropterys sincorensis;;Em Perigo (EN);;;X;;;;;X;;
1884;Malpighiaceae;Heteropterys ternstroemiifolia A.Juss.;Heteropterys ternstroemiifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1885;Malpighiaceae;Heteropterys thyrsoidea (Griseb.) A.Juss.;Heteropterys thyrsoidea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
1886;Malpighiaceae;Hiraea bullata W.R.Anderson;Hiraea bullata;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
1887;Malpighiaceae;Janusia diminuta R.Sebast. & Mamede;Janusia diminuta;;Criticamente em Perigo (CR);;X;;;;;;X;;
1888;Malpighiaceae;Janusia linearifolia (A.St.-Hil.) A.Juss.;Janusia linearifolia;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
